smiles,doi,title,publisher,year,access,compound_id,target_type,target_relation,target_value,target_units,bacteria,bacteria_unified,page_bacteria,origin_bacteria,section_bacteria,subsection_bacteria,page_target,origin_target,section_target,subsection_target,page_scaffold,origin_scaffold,page_residue,origin_residue,pdf
c1ccc(-c2[nH]c3ccccc3c2C2=NNC(c3nc4ccccc4[nH]3)C2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,31c,MIC,'=',512,µg mL-1,Staphylococcus aureus (ATCC-29513),nan,7,table 2 (caption),nan,nan,7,table 2,nan,nan,6,scheme 9,6.0,scheme 9,antibiotics10081002
ClN1N=C(c2c(-c3ccccc3)[nH]c3ccc(-c4ccccc4)cc23)CC1c1nc2ccccc2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,32a,MIC,'=',16,µg mL-1,Staphylococcus aureus (ATCC-29513),nan,7,table 2 (caption),nan,nan,7,table 2,nan,nan,6,scheme 9,6.0,scheme 9,antibiotics10081002
CN1N=C(c2c(-c3ccccc3)[nH]c3ccc(-c4ccccc4)cc23)CC1c1nc2ccccc2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,32b,MIC,'=',32,µg mL-1,Staphylococcus aureus (ATCC-29513),nan,7,table 2 (caption),nan,nan,7,table 2,nan,nan,6,scheme 9,6.0,scheme 9,antibiotics10081002
c1ccc(-c2ccc3[nH]c(-c4ccccc4)c(C4=NNC(c5nc6ccccc6[nH]5)C4)c3c2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,32c,MIC,'=',64,µg mL-1,Staphylococcus aureus (ATCC-29513),nan,7,table 2 (caption),nan,nan,7,table 2,nan,nan,6,scheme 9,6.0,scheme 9,antibiotics10081002
CC1=NNC(=O)/C1=N\Nc1ccc(-c2nc3ccccc3[nH]2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,39a,MIC,'=',"62,5",µg mL-1,Staphylococcus aureus ATCC 9144,Staphylococcus aureus,9,table 3 (caption),nan,nan,9,table 3,nan,nan,8,scheme 11,8.0,scheme 11,antibiotics10081002
CC1=NN(c2ccccc2)C(=O)/C1=N\Nc1ccc(-c2nc3ccccc3[nH]2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,39b,MIC,'=',"31,25",µg mL-1,Staphylococcus aureus ATCC 9144,Staphylococcus aureus,9,table 3 (caption),nan,nan,9,table 3,nan,nan,8,scheme 11,8.0,scheme 11,antibiotics10081002
CC1=NN(c2ccc(Cl)cc2)C(=O)/C1=N\Nc1ccc(-c2nc3ccccc3[nH]2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,39c,MIC,'=',"7,81",µg mL-1,Staphylococcus aureus ATCC 9144,Staphylococcus aureus,9,table 3 (caption),nan,nan,9,table 3,nan,nan,8,scheme 11,8.0,scheme 11,antibiotics10081002
CC1=NN(c2ccc(F)cc2)C(=O)/C1=N\Nc1ccc(-c2nc3ccccc3[nH]2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,39d,MIC,'=',"7,81",µg mL-1,Staphylococcus aureus ATCC 9144,Staphylococcus aureus,9,table 3 (caption),nan,nan,9,table 3,nan,nan,8,scheme 11,8.0,scheme 11,antibiotics10081002
COc1ccc(N2N=C(C)/C(=N/Nc3ccc(-c4nc5ccccc5[nH]4)cc3)C2=O)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,39e,MIC,'=',"62,5",µg mL-1,Staphylococcus aureus ATCC 9144,Staphylococcus aureus,9,table 3 (caption),nan,nan,9,table 3,nan,nan,8,scheme 11,8.0,scheme 11,antibiotics10081002
CC1=NN(c2cccc(Cl)c2)C(=O)/C1=N\Nc1ccc(-c2nc3ccccc3[nH]2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,39f,MIC,'=',125,µg mL-1,Staphylococcus aureus ATCC 9144,Staphylococcus aureus,9,table 3 (caption),nan,nan,9,table 3,nan,nan,8,scheme 11,8.0,scheme 11,antibiotics10081002
CC1=NN(c2cccc(F)c2)C(=O)/C1=N\Nc1ccc(-c2nc3ccccc3[nH]2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,39g,MIC,'=',"15,62",µg mL-1,Staphylococcus aureus ATCC 9144,Staphylococcus aureus,9,table 3 (caption),nan,nan,9,table 3,nan,nan,8,scheme 11,8.0,scheme 11,antibiotics10081002
CC1=NN(C(N)=S)C(=O)/C1=N\Nc1ccc(-c2nc3ccccc3[nH]2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,39h,MIC,'=',125,µg mL-1,Staphylococcus aureus ATCC 9144,nan,9,table 3 (caption),nan,nan,9,table 3,nan,nan,8,scheme 11,8.0,scheme 11,antibiotics10081002
CC1=NN(C2CCC(N=C=O)C2)C(=O)/C1=N\Nc1ccc(-c2nc3ccccc3[nH]2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,39i,MIC,'=',125,µg mL-1,Staphylococcus aureus ATCC 9144,nan,9,table 3 (caption),nan,nan,9,table 3,nan,nan,8,scheme 11,8.0,scheme 11,antibiotics10081002
c1ccc(C2CC(c3ccc(NCn4cnc5ccccc54)cc3)=NN2c2ccccc2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,88a,MIC,'=',"31,25",µg mL-1,Staphylococcus aureus ATCC 9144,nan,17,table 10 (caption),nan,nan,17,table 10,nan,nan,18,scheme 24,18.0,scheme 24,antibiotics10081002
COc1ccc(C2CC(c3ccc(NCn4cnc5ccccc54)cc3)=NN2c2ccccc2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,88b,MIC,'=',125,µg mL-1,Staphylococcus aureus ATCC 9144,nan,17,table 10 (caption),nan,nan,17,table 10,nan,nan,18,scheme 24,18.0,scheme 24,antibiotics10081002
Cc1ccc(C2CC(c3ccc(NCn4cnc5ccccc54)cc3)=NN2c2ccccc2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,88c,MIC,'=',125,µg mL-1,Staphylococcus aureus ATCC 9144,nan,17,table 10 (caption),nan,nan,17,table 10,nan,nan,18,scheme 24,18.0,scheme 24,antibiotics10081002
Nc1ccc(C2CC(c3ccc(NCn4cnc5ccccc54)cc3)=NN2c2ccccc2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,88d,MIC,'=',"62,5",µg mL-1,Staphylococcus aureus ATCC 9144,nan,17,table 10 (caption),nan,nan,17,table 10,nan,nan,18,scheme 24,18.0,scheme 24,antibiotics10081002
Clc1ccc(C2CC(c3ccc(NCn4cnc5ccccc54)cc3)=NN2c2ccccc2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,88e,MIC,'=',"15,62",µg mL-1,Staphylococcus aureus ATCC 9144,nan,17,table 10 (caption),nan,nan,17,table 10,nan,nan,18,scheme 24,18.0,scheme 24,antibiotics10081002
Oc1ccc(C2CC(c3ccc(NCn4cnc5ccccc54)cc3)=NN2c2ccccc2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,88f,MIC,'=',"62,5",µg mL-1,Staphylococcus aureus ATCC 9144,nan,17,table 10 (caption),nan,nan,17,table 10,nan,nan,18,scheme 24,18.0,scheme 24,antibiotics10081002
Fc1ccc(C2CC(c3ccc(NCn4cnc5ccccc54)cc3)=NN2c2ccccc2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,88g,MIC,'=',"15,62",µg mL-1,Staphylococcus aureus ATCC 9144,Staphylococcus aureus,17,table 10 (caption),nan,nan,17,table 10,nan,nan,18,scheme 24,18.0,scheme 24,antibiotics10081002
O=[N+]([O-])c1ccc(C2CC(c3ccc(NCn4cnc5ccccc54)cc3)=NN2c2ccccc2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,88h,MIC,'=',"31,25",µg mL-1,Staphylococcus aureus ATCC 9144,nan,17,table 10 (caption),nan,nan,17,table 10,nan,nan,18,scheme 24,18.0,scheme 24,antibiotics10081002
FC(F)(F)c1ccc(C2CC(c3ccc(NCn4cnc5ccccc54)cc3)=NN2c2ccccc2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,88i,MIC,'=',"15,62",µg mL-1,Staphylococcus aureus ATCC 9144,Staphylococcus aureus,17,table 10 (caption),nan,nan,17,table 10,nan,nan,18,scheme 24,18.0,scheme 24,antibiotics10081002
C=Cc1ccc(C2CC(c3ccc(NCn4cnc5ccccc54)cc3)=NN2c2ccccc2)cc1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,88j,MIC,'=',"31,25",µg mL-1,Staphylococcus aureus ATCC 9144,nan,17,table 10 (caption),nan,nan,17,table 10,nan,nan,18,scheme 24,18.0,scheme 24,antibiotics10081002
COc1cc(C2CC(c3ccc(NCn4cnc5ccccc54)cc3)=NN2c2ccccc2)ccc1O,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,88k,MIC,'=',"62,5",µg mL-1,Staphylococcus aureus ATCC 9144,nan,17,table 10 (caption),nan,nan,17,table 10,nan,nan,18,scheme 24,18.0,scheme 24,antibiotics10081002
O=[N+]([O-])c1cccc(C2CC(c3ccc(NCn4cnc5ccccc54)cc3)=NN2c2ccccc2)c1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,88l,MIC,'=',"31,25",µg mL-1,Staphylococcus aureus ATCC 9144,nan,17,table 10 (caption),nan,nan,17,table 10,nan,nan,18,scheme 24,18.0,scheme 24,antibiotics10081002
Cc1cc(C)n(C(=O)Cn2c(C3CC(=O)N(c4ccc(F)cc4)C3)nc3ccccc32)n1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,94b,MIC,'=',250,µg mL-1,Staphylococcus aureus ATCC 9144,Staphylococcus aureus,18,text,2.2. Benzimidazoles Substituted in the Position “1” with Pyrazole Moiety,nan,18,text,nan,nan,19,scheme 26,19.0,scheme 26,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3cccnc3)cc(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98a,MIC,'=',"0,25",µg/mL,S. aureus,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3cccnc3)c(F)c(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98b,MIC,'=',"0,25",µg/mL,S. aureus,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3ccc(CN4CCOCC4)nc3)c(F)c(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98c,MIC,'=',"0,25",µg/mL,S. aureus,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3ccc(CN4CCOCC4)nc3)c(F)c(-n3cc(C)cn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98d,MIC,'=',"0,063",µg/mL,S. aureus,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(C3=CC(C)=C(CN4CCOCC4)C(=O)C3)c(F)c(-n3cc(C)cn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98e,MIC,'=',"0,016",µg/mL,S. aureus,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3ccc(C(C)O)nc3)c(F)c(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98f,MIC,'=',"0,125",µg/mL,S. aureus,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3ccc(C(O)CC)nc3)c(F)c(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98g,MIC,'=',"0,063",µg/mL,S. aureus,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3ccc([C@H](O)CC)nc3)c(F)c(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98h,MIC,'=',"0,25",µg/mL,S. aureus,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3ccc([C@@H](O)CC)nc3)c(F)c(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98i,MIC,'=',"0,063",µg/mL,S. aureus,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3cccnc3)cc(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98a,MIC,'=',4,µg/mL,S. aureus + 50% human serum,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3cccnc3)c(F)c(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98b,MIC,'=',2,µg/mL,S. aureus + 50% human serum,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3ccc(CN4CCOCC4)nc3)c(F)c(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98c,MIC,'=',1,µg/mL,S. aureus + 50% human serum,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3ccc(CN4CCOCC4)nc3)c(F)c(-n3cc(C)cn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98d,MIC,'=',"0,5",µg/mL,S. aureus + 50% human serum,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(C3=CC(C)=C(CN4CCOCC4)C(=O)C3)c(F)c(-n3cc(C)cn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98e,MIC,'=',"0,125",µg/mL,S. aureus + 50% human serum,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3ccc(C(C)O)nc3)c(F)c(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98f,MIC,'=',3,µg/mL,S. aureus + 50% human serum,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3ccc(C(O)CC)nc3)c(F)c(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98g,MIC,'=',2,µg/mL,S. aureus + 50% human serum,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3ccc([C@H](O)CC)nc3)c(F)c(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98h,MIC,'=',4,µg/mL,S. aureus + 50% human serum,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3ccc([C@@H](O)CC)nc3)c(F)c(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,98i,MIC,'=',1,µg/mL,S. aureus + 50% human serum,nan,20,table 11,nan,nan,20,table 11,nan,nan,19,scheme 27,20.0,table 11,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3cccnc3)cc(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,101,MIC,'=',"0,063",µg/mL,S. aureus,nan,21,table 12,nan,nan,21,table 12,nan,nan,21,scheme 28,nan,nan,antibiotics10081002
CCNC(=O)Nc1nc2cc(-c3cncnc3)cc(-n3cccn3)c2[nH]1,10.3390/antibiotics10081002,Synthesis of Antimicrobial Benzimidazole–Pyrazole Compounds and Their Biological Activities,MDPI AG,2021,1,102,MIC,'=',"0,031",µg/mL,S. aureus,nan,21,table 12,nan,nan,21,table 12,nan,nan,21,scheme 28,nan,nan,antibiotics10081002
