pdf,smiles,doi,title,publisher,year,access,compound_id,target_type,target_relation,target_value,target_units,bacteria,bacteria_name_unified,bacteria_info,page_bacteria,origin_bacteria,section_bacteria,subsection_bacteria,page_target,origin_target,section_target,subsection_target,column_prop,line_prop,page_scaffold,origin_scaffold,section_scaffold,subsection_scaffold,page_residue,origin_residue,section_residue
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3g,MIC,>,125,μg/mL,Micrococcus luteus MTCC 2470,Micrococcus luteus,MTCC 2470,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3g,MIC,'=',75,μg/mL,Pseudomonas aeruginosa MTCC 2453,Pseudomonas aeruginosa,MTCC 2453,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3g,MIC,>,125,μg/mL,Klebsiella planticola MTCC 530,Klebsiella planticola,MTCC 530,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3g,MIC,>,125,μg/mL,Escherichia coli MTCC 739,Escherichia coli,MTCC 739,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccc(F)cc3F)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3h,MIC,'=',"37,5",μg/mL,Bacillus subtilis MTCC 121,Bacillus subtilis,MTCC 121,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccc(F)cc3F)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3h,MIC,'=',"18,75",μg/mL,Staphylococcus aureus MLS-16 MTCC 2940,Staphylococcus aureus,MTCC 2940,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccc(F)cc3F)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3h,MIC,'=',"37,5",μg/mL,Staphylococcus aureus MTCC 96,Staphylococcus aureus,MTCC 96,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccc(F)cc3F)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3h,MIC,>,125,μg/mL,Micrococcus luteus MTCC 2470,Micrococcus luteus,MTCC 2470,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccc(F)cc3F)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3h,MIC,'=',"18,75",μg/mL,Pseudomonas aeruginosa MTCC 2453,Pseudomonas aeruginosa,MTCC 2453,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccc(F)cc3F)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3h,MIC,>,125,μg/mL,Klebsiella planticola MTCC 530,Klebsiella planticola,MTCC 530,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccc(F)cc3F)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3h,MIC,>,125,μg/mL,Escherichia coli MTCC 739,Escherichia coli,MTCC 739,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,Cc1cc(S(=O)(=O)N2CCN(c3ccc(N4C[C@@H](CNC(O)c5ccc([N+](=O)[O-])o5)OC4=O)cc3F)CC2)ccc1F,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3i,MIC,'=',"37,5",μg/mL,Bacillus subtilis MTCC 121,Bacillus subtilis,MTCC 121,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,Cc1cc(S(=O)(=O)N2CCN(c3ccc(N4C[C@@H](CNC(O)c5ccc([N+](=O)[O-])o5)OC4=O)cc3F)CC2)ccc1F,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3i,MIC,'=',"18,75",μg/mL,Staphylococcus aureus MLS-16 MTCC 2940,Staphylococcus aureus,MTCC 2940,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,Cc1cc(S(=O)(=O)N2CCN(c3ccc(N4C[C@@H](CNC(O)c5ccc([N+](=O)[O-])o5)OC4=O)cc3F)CC2)ccc1F,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3i,MIC,'=',"37,5",μg/mL,Staphylococcus aureus MTCC 96,Staphylococcus aureus,MTCC 96,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,Cc1cc(S(=O)(=O)N2CCN(c3ccc(N4C[C@@H](CNC(O)c5ccc([N+](=O)[O-])o5)OC4=O)cc3F)CC2)ccc1F,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3i,MIC,>,125,μg/mL,Micrococcus luteus MTCC 2470,Micrococcus luteus,MTCC 2470,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,Cc1cc(S(=O)(=O)N2CCN(c3ccc(N4C[C@@H](CNC(O)c5ccc([N+](=O)[O-])o5)OC4=O)cc3F)CC2)ccc1F,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3i,MIC,'=',"18,75",μg/mL,Pseudomonas aeruginosa MTCC 2453,Pseudomonas aeruginosa,MTCC 2453,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,Cc1cc(S(=O)(=O)N2CCN(c3ccc(N4C[C@@H](CNC(O)c5ccc([N+](=O)[O-])o5)OC4=O)cc3F)CC2)ccc1F,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3i,MIC,>,125,μg/mL,Klebsiella planticola MTCC 530,Klebsiella planticola,MTCC 530,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,Cc1cc(S(=O)(=O)N2CCN(c3ccc(N4C[C@@H](CNC(O)c5ccc([N+](=O)[O-])o5)OC4=O)cc3F)CC2)ccc1F,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3i,MIC,>,125,μg/mL,Escherichia coli MTCC 739,Escherichia coli,MTCC 739,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccnc4ccccc34)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3j,MIC,'=',"2,34",μg/mL,Bacillus subtilis MTCC 121,Bacillus subtilis,MTCC 121,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccnc4ccccc34)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3j,MIC,'=',"9,36",μg/mL,Staphylococcus aureus MLS-16 MTCC 2940,Staphylococcus aureus,MTCC 2940,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccnc4ccccc34)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3j,MIC,>,125,μg/mL,Staphylococcus aureus MTCC 96,Staphylococcus aureus,MTCC 96,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccnc4ccccc34)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3j,MIC,>,125,μg/mL,Micrococcus luteus MTCC 2470,Micrococcus luteus,MTCC 2470,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccnc4ccccc34)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3j,MIC,'=',"4,68",μg/mL,Pseudomonas aeruginosa MTCC 2453,Pseudomonas aeruginosa,MTCC 2453,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccnc4ccccc34)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3j,MIC,>,125,μg/mL,Klebsiella planticola MTCC 530,Klebsiella planticola,MTCC 530,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C1O[C@H](CNC(O)c2ccc([N+](=O)[O-])o2)CN1c1ccc(N2CCN(S(=O)(=O)c3ccnc4ccccc34)CC2)c(F)c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,3j,MIC,>,125,μg/mL,Escherichia coli MTCC 739,Escherichia coli,MTCC 739,4,table 1 (caption),nan,nan,4,table 1,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)C(=Cc1ccccc1)c1ccccc1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4a,MIC,'=',"9,36",μg/mL,Bacillus subtilis MTCC 121,Bacillus subtilis,MTCC 121,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)C(=Cc1ccccc1)c1ccccc1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4a,MIC,'=',75,μg/mL,Staphylococcus aureus MLS-16 MTCC 2940,Staphylococcus aureus,MTCC 2940,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)C(=Cc1ccccc1)c1ccccc1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4a,MIC,'=',"18,75",μg/mL,Staphylococcus aureus MTCC 96,Staphylococcus aureus,MTCC 96,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)C(=Cc1ccccc1)c1ccccc1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4a,MIC,>,125,μg/mL,Micrococcus luteus MTCC 2470,Micrococcus luteus,MTCC 2470,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)C(=Cc1ccccc1)c1ccccc1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4a,MIC,'=',"3,37",μg/mL,Pseudomonas aeruginosa MTCC 2453,Pseudomonas aeruginosa,MTCC 2453,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)C(=Cc1ccccc1)c1ccccc1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4a,MIC,>,125,μg/mL,Klebsiella planticola MTCC 530,Klebsiella planticola,MTCC 530,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)C(=Cc1ccccc1)c1ccccc1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4a,MIC,>,125,μg/mL,Escherichia coli MTCC 739,Escherichia coli,MTCC 739,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)c1coc2ccccc12,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4b,MIC,'=',"37,5",μg/mL,Bacillus subtilis MTCC 121,Bacillus subtilis,MTCC 121,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)c1coc2ccccc12,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4b,MIC,'=',"18,75",μg/mL,Staphylococcus aureus MLS-16 MTCC 2940,Staphylococcus aureus,MTCC 2940,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)c1coc2ccccc12,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4b,MIC,'=',"37,5",μg/mL,Staphylococcus aureus MTCC 96,Staphylococcus aureus,MTCC 96,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)c1coc2ccccc12,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4b,MIC,>,125,μg/mL,Micrococcus luteus MTCC 2470,Micrococcus luteus,MTCC 2470,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)c1coc2ccccc12,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4b,MIC,'=',"18,75",μg/mL,Pseudomonas aeruginosa MTCC 2453,Pseudomonas aeruginosa,MTCC 2453,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)c1coc2ccccc12,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4b,MIC,>,125,μg/mL,Klebsiella planticola MTCC 530,Klebsiella planticola,MTCC 530,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)c1coc2ccccc12,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4b,MIC,>,125,μg/mL,Escherichia coli MTCC 739,Escherichia coli,MTCC 739,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)c1cnccn1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4c,MIC,'=',"2,34",μg/mL,Bacillus subtilis MTCC 121,Bacillus subtilis,MTCC 121,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)c1cnccn1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4c,MIC,'=',"4,68",μg/mL,Staphylococcus aureus MLS-16 MTCC 2940,Staphylococcus aureus,MTCC 2940,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)c1cnccn1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4c,MIC,'=',"18,75",μg/mL,Staphylococcus aureus MTCC 96,Staphylococcus aureus,MTCC 96,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)c1cnccn1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4c,MIC,>,125,μg/mL,Micrococcus luteus MTCC 2470,Micrococcus luteus,MTCC 2470,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)c1cnccn1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4c,MIC,'=',"4,68",μg/mL,Pseudomonas aeruginosa MTCC 2453,Pseudomonas aeruginosa,MTCC 2453,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)c1cnccn1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4c,MIC,>,125,μg/mL,Klebsiella planticola MTCC 530,Klebsiella planticola,MTCC 530,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1)c1cnccn1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4c,MIC,>,125,μg/mL,Escherichia coli MTCC 739,Escherichia coli,MTCC 739,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,Cc1ccc2c(Cl)c(C(=O)NC[C@@H]3CN(c4ccc(N5CCSCC5)c(F)c4)C(=O)O3)sc2c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4d,MIC,'=',"2,34",μg/mL,Bacillus subtilis MTCC 121,Bacillus subtilis,MTCC 121,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,Cc1ccc2c(Cl)c(C(=O)NC[C@@H]3CN(c4ccc(N5CCSCC5)c(F)c4)C(=O)O3)sc2c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4d,MIC,'=',"18,75",μg/mL,Staphylococcus aureus MLS-16 MTCC 2940,Staphylococcus aureus,MTCC 2940,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,Cc1ccc2c(Cl)c(C(=O)NC[C@@H]3CN(c4ccc(N5CCSCC5)c(F)c4)C(=O)O3)sc2c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4d,MIC,'=',"37,5",μg/mL,Staphylococcus aureus MTCC 96,Staphylococcus aureus,MTCC 96,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,Cc1ccc2c(Cl)c(C(=O)NC[C@@H]3CN(c4ccc(N5CCSCC5)c(F)c4)C(=O)O3)sc2c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4d,MIC,>,125,μg/mL,Micrococcus luteus MTCC 2470,Micrococcus luteus,MTCC 2470,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,Cc1ccc2c(Cl)c(C(=O)NC[C@@H]3CN(c4ccc(N5CCSCC5)c(F)c4)C(=O)O3)sc2c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4d,MIC,'=',"4,68",μg/mL,Pseudomonas aeruginosa MTCC 2453,Pseudomonas aeruginosa,MTCC 2453,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,Cc1ccc2c(Cl)c(C(=O)NC[C@@H]3CN(c4ccc(N5CCSCC5)c(F)c4)C(=O)O3)sc2c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4d,MIC,>,125,μg/mL,Klebsiella planticola MTCC 530,Klebsiella planticola,MTCC 530,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,Cc1ccc2c(Cl)c(C(=O)NC[C@@H]3CN(c4ccc(N5CCSCC5)c(F)c4)C(=O)O3)sc2c1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4d,MIC,>,125,μg/mL,Escherichia coli MTCC 739,Escherichia coli,MTCC 739,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
ph16040516,O=C(C=Cc1ccc(-c2ccc(Cl)cc2)o1)NC[C@@H]1CN(c2ccc(N3CCSCC3)c(F)c2)C(=O)O1,10.3390/ph16040516,Antibacterial Properties and Computational Insights of Potent Novel Linezolid-Based Oxazolidinones,MDPI AG,2023,1,4e,MIC,'=',"2,34",μg/mL,Bacillus subtilis MTCC 121,Bacillus subtilis,MTCC 121,4,table 2 (caption),nan,nan,4,table 2,nan,nan,nan,nan,3,figure 2,nan,nan,nan,nan,nan
